body,event.name,framework.duration_ms,framework.event_id,framework.field.atributos,framework.field.autenticacoes,framework.field.avisos,framework.field.conceitos,framework.field.consistente,framework.field.dados,framework.field.durationMs,framework.field.encaminhamentos,framework.field.encerramento,framework.field.enlaces,framework.field.errosCorrigidos,framework.field.errosSemCorrecao,framework.field.hardening,framework.field.httpStatus,framework.field.ip,framework.field.linhas,framework.field.login,framework.field.metodo,framework.field.naoInterpretadas,framework.field.passos,framework.field.passosSelecao,framework.field.pendencias,framework.field.protecoes,framework.field.protocolo,framework.field.resultado,framework.field.rota,framework.field.roteadores,framework.field.status,framework.field.total,framework.field.traceId,framework.module,framework.status,http.request.method,http.response.status_code,http.route,severity,timeUnixNano,traceId
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,8a0e3b9f-6688-417b-bff8-13051921e67a,,,,,,,0,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787873703000000000,3f86b41fc28d4509b23a7923027669ee
evento=http_access status=ok durationMs=1160 httpStatus=200,http_access,1160,f06f9ed1-a22a-47f2-b0c4-e106d9576c7d,,,,,,,1160,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/documentacao,INFO,1787873702000000000,272c2dc556af4cc686f8399b6278ff45
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,a7cd20a4-7824-474d-8daa-430e50b9ffc8,,,,,,,0,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787873699000000000,cf380ac28db140e787e1c25353a757a0
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,05fc1a66-13ee-412d-b24e-52b2c4595c38,,,,,,,3,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787873698000000000,7effea43d9da4d11a55be548adf3a716
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,4e78fdfd-fc45-4542-8916-7124b22fde71,,,,,,,0,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787872624000000000,4c8e72a5f60c4cefa8c866a2dd71ef37
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,a9890e59-dc18-4d30-9e37-fe8d2ceb559c,,,,,,,0,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787872624000000000,49f04441d3bc487894154340c122e24a
evento=http_access status=ok durationMs=23 httpStatus=200,http_access,23,19b34d9e-eed7-4f88-aa92-f41e4b30cb0e,,,,,,,23,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787872327000000000,d9b87a773b1343c1bbcead9585ccd149
evento=http_access status=ok durationMs=305 httpStatus=200,http_access,305,1e7428af-b394-45cc-82b2-55f1c8929853,,,,,,,305,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787871311000000000,02d1014d4ca94327ba895fc0054235e1
evento=http_access status=ok durationMs=909 httpStatus=200,http_access,915,92beb90b-1c3d-4212-9251-94d2321d936d,,,,,,,909,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787871310000000000,543e6f29d86a4243908948aa803d245c
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,a0256a17-085a-407b-a1cb-89b2bbda1931,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1787849151000000000,f9b57a9961ff409592563e126cf4e447
evento=http_access status=ok durationMs=1 httpStatus=303,http_access,1,014a83b9-3aec-4281-8be2-bab44c28ab5f,,,,,,,1,,,,,,,303,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1787849151000000000,7f370a49e7b3467cb19ebae2c8ffc50a
evento=http_access status=ok durationMs=13 httpStatus=200,http_access,13,f9ad102f-d20a-4e8c-90ea-b321cf344bc8,,,,,,,13,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787849148000000000,d31f60ee1fed435689418a7cbe2d66c6
evento=http_access status=ok durationMs=62 httpStatus=200,http_access,62,e842a193-2623-4096-b81a-f6c5face4ef6,,,,,,,62,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787848217000000000,453bb87ee8f548a68ea1f2b3834f7f84
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,33a8d7cf-7297-4e49-a7a9-e3098401bfe5,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787848215000000000,1d2abfa9ccf1458097cf64ec7bfabd4b
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,b7bb465f-8940-4db4-b35d-b700130e8ee9,,,,,,,3,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787848214000000000,78d983ce82ff460abd9937a5ca531d43
evento=http_access status=ok durationMs=7 httpStatus=200,http_access,7,a125c6ea-9773-480e-b49b-b942530967ec,,,,,,,7,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/sobre,INFO,1787848213000000000,ad7f90b1786b482b9ca8bbeb6534cb5c
evento=http_access status=ok durationMs=389 httpStatus=200,http_access,389,47df41c9-ff6a-4f27-873f-a320c8dd2d4e,,,,,,,389,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/simuladores/api/handshake,INFO,1787848212000000000,fa0ac17e87c54e6e93cfd934e3b7be83
evento=handshake status=ok dados=true encerramento=true passos=9,handshake,,cc0cc21f-1df8-44bf-ba8c-2a8dfea82b14,,,,,,true,,,true,,,,,,,,,,,9,,,,,,,,,,,simuladores,ok,GET,,/simuladores/api/handshake,INFO,1787848212000000000,fa0ac17e87c54e6e93cfd934e3b7be83
evento=http_access status=ok durationMs=9 httpStatus=200,http_access,9,bda072fa-8782-4db3-b0a2-b9e592eeca42,,,,,,,9,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/trafego,INFO,1787848212000000000,0c0c38cb2f07465082aef1c858c53d23
evento=http_access status=ok durationMs=43 httpStatus=200,http_access,43,02933fdb-5cae-42e5-bc26-d54583ec0f34,,,,,,,43,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/localizacao,INFO,1787848211000000000,cadf8f57aa5d4f70a4524efb5b2ca92f
evento=http_access status=ok durationMs=4 httpStatus=200,http_access,4,6e071884-41ec-46a6-9d35-54b2be2741ed,,,,,,,4,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787848206000000000,0e7df95db6694fdba7f176205bd724cc
evento=http_access status=ok durationMs=7 httpStatus=200,http_access,7,f2baebe0-945a-4159-8d02-977bd1b449aa,,,,,,,7,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/sobre,INFO,1787848203000000000,74085478ac464dccb4050dce94ea59da
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,2e399b2a-3836-42fb-adff-fe10d81a88cb,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787848201000000000,d1aa7ada27cb4e2687f62dd107d6a80b
evento=http_access status=ok durationMs=51 httpStatus=200,http_access,51,735585a6-4950-4563-921c-788beb65d75c,,,,,,,51,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1787848190000000000,84cc6530e9a84906a10f4411d527b12c
evento=http_access status=ok durationMs=82 httpStatus=303,http_access,82,681015f7-1f51-43b8-97dc-8b9638537cc4,,,,,,,82,,,,,,,303,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1787848190000000000,691d7af3aa78482485e3c164680ff97c
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,a37ef7e7-b65e-496d-ad64-52f7b28a5c4d,,,,,,,3,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1787848188000000000,34fea46186a94694ba4d5bd875e07b89
evento=http_access status=ok durationMs=53 httpStatus=200,http_access,53,dcb9a040-874c-4b57-86a7-1bb33c12ecb7,,,,,,,53,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1787848187000000000,a63bbe81fe1544d1aff6d3c9e639125e
evento=http_access status=ok durationMs=322 httpStatus=200,http_access,322,23081aba-543c-407c-8669-10405ab36c76,,,,,,,322,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1787848187000000000,6bb417fdf2a64e06bc835270e2b4e251
evento=http_access status=ok durationMs=20 httpStatus=200,http_access,20,be54d1c9-ddd9-4f16-b1d1-2f57926d7c84,,,,,,,20,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787848183000000000,56552e374cca43c8b38bdc81f9364c2b
evento=http_access status=ok durationMs=602 httpStatus=200,http_access,604,99c6f37b-2d43-488c-87fc-df1e3d794ec4,,,,,,,602,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787847768000000000,506f0ed4d7874245ae24cef1a628e4fe
evento=pagina_erro_exibida status=warn httpStatus=404 metodo=GET rota=/robots.txt traceId=err-30b26dea-0a04,pagina_erro_exibida,,9b8a1740-6245-4061-9ac4-ae15a3844495,,,,,,,,,,,,,,404,,,,GET,,,,,,,,/robots.txt,,,,err-30b26dea-0a04,paginaErros,warn,,,,WARN,1787845099000000000,
evento=http_access status=ok durationMs=49 httpStatus=200,http_access,49,e1cfa1ce-a5c9-49da-be69-826558ba90a9,,,,,,,49,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787843185000000000,f13aea87b7774f2aad243d593d07e442
evento=http_access status=ok durationMs=137 httpStatus=200,http_access,138,ebc7838c-2362-46d1-996e-c3324987d3f8,,,,,,,137,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787843184000000000,0798183056e648509ddf2b74f764be6b
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,0f339095-708d-4aee-9608-35c897a338b8,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787833119000000000,7dabf2c7229c4cd7b64636d492d1478d
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,1fdfe2bb-fabd-46b9-9d50-9539e2f00766,,,,,,,3,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787833119000000000,169cf826a58b4c6697c7f6337365574f
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,04aa10de-5fff-4407-bec8-e38bab1179e1,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787832176000000000,00a90740cfbf4046aa17dec9807fbd74
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,7aebc97c-eb7c-4c8e-a0b7-3eaeb34f9312,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787832176000000000,a00915baad0a47ef990bb1d2749c2295
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,1c93f3dc-7ee2-4fc6-bdb1-c62dbd7f0d06,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1787832175000000000,283b9fff3f4f406e98901cda15dd84f2
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,8bcc4b01-1d1e-4cc3-91b2-b37a54672916,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1787832175000000000,e59f29ac480c460183923d689d49fe66
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,85f068db-0bea-4f8d-8c7d-345075220794,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787832175000000000,2c112cea4d814268828707e17dedfcce
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,da14e712-6b9d-4867-9575-1968b880feca,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1787832175000000000,b3533217e3eb439aafdd1589b1738939
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,5748aa47-89eb-4168-b5fd-6cc423af367a,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787832174000000000,3e7eaa368f924e9690d14756528c0366
evento=http_access status=ok durationMs=4 httpStatus=200,http_access,4,1ac6030d-e279-406e-b406-07b1ffad323e,,,,,,,4,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1787832174000000000,442fb3d42241416da67bc833e5f8fa9a
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,82a04c88-7056-4b43-a774-398637a2bb27,,,,,,,0,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787832174000000000,477363cfab6143e5b94b967040784a5b
evento=http_access status=ok durationMs=17 httpStatus=200,http_access,17,dc89bece-5785-4b33-8035-2683ae1ee9d7,,,,,,,17,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1787832174000000000,e6d10d7f2acf4e148a38fd14710a3aa7
evento=catalog_load status=ok total=30,catalog_load,,fb5e2164-74af-4ea0-a414-2120b220a8a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1787832174000000000,e6d10d7f2acf4e148a38fd14710a3aa7
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,916decc7-016f-47d3-b311-2f42c5bfe88d,,,,,,,0,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787832173000000000,b6b1f59d2a9c40739cb2918f11a853f4
evento=http_access status=ok durationMs=12 httpStatus=200,http_access,12,8c630cca-ced2-4a3b-90a5-eb5f4d7e9c7d,,,,,,,12,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos,INFO,1787832173000000000,7298736fddd34d21b228303ddee2bdf3
evento=catalog_load status=ok total=47,catalog_load,,1dd1ce4a-1eca-47ae-abe6-bf523f95c330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1787832173000000000,7298736fddd34d21b228303ddee2bdf3
evento=catalog_load status=ok total=47,catalog_load,,efd09838-4e6b-477c-adea-5205ebb93956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1787832173000000000,7298736fddd34d21b228303ddee2bdf3
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,a703fbfb-d0a5-454e-bacd-fc4f036aa2bd,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787832170000000000,13fafc8b14574a1e9e277f872167b95b
evento=http_access status=ok durationMs=10 httpStatus=200,http_access,10,18d942cc-94e6-4904-b337-d902825a8a20,,,,,,,10,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/resolucao-problemas,INFO,1787832170000000000,aa2ee54fb07044519b4c8d97b50037fa
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,3a71e35c-6adc-4bff-9251-4d7daee709c0,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787832165000000000,cfa30ab8f10d4dc2b0132505b98e5202
evento=http_access status=ok durationMs=81 httpStatus=200,http_access,81,c7800f31-c434-41e2-bb43-6a754bdbcf7a,,,,,,,81,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos,INFO,1787832165000000000,b1bbdfddf6ce4d2aa39cb1ddd6d76eac
evento=catalog_load status=ok total=47,catalog_load,,250947d3-5457-4f34-9535-cb5ddbdbe923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1787832165000000000,b1bbdfddf6ce4d2aa39cb1ddd6d76eac
evento=catalog_load status=ok total=47,catalog_load,,206b7c01-ae03-4d7c-96c1-c3efb716861d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1787832165000000000,b1bbdfddf6ce4d2aa39cb1ddd6d76eac
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,9282fb45-7795-471e-9e83-4ba0cd69e212,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1787832162000000000,19a7ad73ae8a49fa8587e05557fcf3a2
evento=http_access status=ok durationMs=11 httpStatus=200,http_access,11,e6608fd3-1199-47f5-ba72-4bb607140522,,,,,,,11,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1787832162000000000,01ef98c7c40a42f0acd8881213488b2e
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,089e06c4-2c74-4876-b523-dc44bfa862ea,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787832162000000000,4450830d82e74b5b9d39ce60f1c90493
evento=http_access status=ok durationMs=68 httpStatus=200,http_access,68,fcd36b36-e429-4e65-a10e-04ae198c825a,,,,,,,68,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1787832162000000000,9bfdeaef69ff4089a18188eaef153c48
evento=http_access status=ok durationMs=58 httpStatus=200,http_access,58,1ed0eeda-4251-44f8-8379-cafedf575d2d,,,,,,,58,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787832160000000000,ba238012794c4c33b6cd92d78bf14490
evento=http_access status=ok durationMs=67 httpStatus=200,http_access,67,ec44a2e8-446b-4001-a22e-84ca7dcc8848,,,,,,,67,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787832159000000000,7c40d7064f4f4ba19618b626686066c9
evento=http_access status=ok durationMs=141 httpStatus=200,http_access,142,df8bc3ee-75d7-49ea-8044-c3de50e88590,,,,,,,141,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787827897000000000,991517d3226941b8adcbfcae3b53b64e
evento=http_access status=ok durationMs=152 httpStatus=200,http_access,153,6d9084ef-4bb0-4cbb-811d-5358021206c0,,,,,,,152,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787804863000000000,8a50fc56522e41588c47d29311406ff3
evento=pagina_erro_exibida status=warn httpStatus=404 metodo=GET rota=/robots.txt traceId=err-442aa440-2d72,pagina_erro_exibida,,7a3f40e0-b894-42e8-9152-2824dc250917,,,,,,,,,,,,,,404,,,,GET,,,,,,,,/robots.txt,,,,err-442aa440-2d72,paginaErros,warn,,,,WARN,1787785369000000000,
evento=pagina_erro_exibida status=warn httpStatus=404 metodo=GET rota=/robots.txt traceId=err-3c59f459-b76a,pagina_erro_exibida,,ef133e33-1880-42ec-9baa-92557fd56b84,,,,,,,,,,,,,,404,,,,GET,,,,,,,,/robots.txt,,,,err-3c59f459-b76a,paginaErros,warn,,,,WARN,1787682638000000000,
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,2,8305a193-3c37-46f4-8fa6-f6a9e94a38a0,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787611948000000000,091ddf45e3c34a36b2d063999411d5cb
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,12644d1d-082b-48b8-82cb-c43bad979916,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787611948000000000,c143568670fb4f4eadfbe99f0c0e4ae8
evento=http_access status=ok durationMs=55 httpStatus=200,http_access,55,08080ede-0911-4759-9a49-bc6dc9f9df63,,,,,,,55,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787611512000000000,741ca3498f1046228f6139d4240de632
evento=http_access status=ok durationMs=99 httpStatus=200,http_access,99,0d9e2d79-0cca-4459-8289-fe194b932f00,,,,,,,99,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787611511000000000,f7e72d9575e1413a822cd7e3fb0c9d96
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,e07539cf-f50a-41bc-87cc-78b430eea6a0,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787608724000000000,f6d97d27855646edbbcf85bda3ca606b
evento=http_access status=ok durationMs=135 httpStatus=200,http_access,135,075386f4-cb3c-4f79-8171-c90938041b17,,,,,,,135,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787608706000000000,9b0bceef87d140c980cc82a3f90f5985
evento=pagina_erro_exibida status=warn httpStatus=404 metodo=GET rota=/robots.txt traceId=err-345d61ce-4c1b,pagina_erro_exibida,,18014d8b-c67c-455a-9e49-cdf5d56ee79a,,,,,,,,,,,,,,404,,,,GET,,,,,,,,/robots.txt,,,,err-345d61ce-4c1b,paginaErros,warn,,,,WARN,1787586421000000000,
evento=http_access status=ok durationMs=89 httpStatus=200,http_access,90,2a5bc6f0-5a22-4042-8540-4a06ebbdd86e,,,,,,,89,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787550224000000000,0f6e75086b1245f8b5ca567cde1d7eff
evento=pagina_erro_exibida status=warn httpStatus=404 metodo=GET rota=/robots.txt traceId=err-3d5cd7eb-7578,pagina_erro_exibida,,ae504931-1bfd-4938-83b4-f6be04d34297,,,,,,,,,,,,,,404,,,,GET,,,,,,,,/robots.txt,,,,err-3d5cd7eb-7578,paginaErros,warn,,,,WARN,1787497344000000000,
evento=http_access status=ok durationMs=96 httpStatus=200,http_access,97,a38d16d9-fef5-4583-a9d7-5ac7b0e28b06,,,,,,,96,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787469213000000000,308c8adf5b2e4e9dbc3695ef2bb9cdd0
evento=http_access status=ok durationMs=94 httpStatus=200,http_access,96,df0ead63-27b9-44e2-a71c-b78e0c16afde,,,,,,,94,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787441324000000000,f9778e1c443f45238011dc8b1932be83
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,d3efb8ff-5626-4a1a-a1f9-437a3fc7c1a0,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787257007000000000,903526f297a1463988c2ce98e8fa7e58
evento=http_access status=ok durationMs=11 httpStatus=200,http_access,11,c6e94f49-95af-4815-84de-de1b80fbd71f,,,,,,,11,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787255704000000000,e21ab54169644e9fb5efed4000db205c
evento=http_access status=ok durationMs=52 httpStatus=200,http_access,52,66d2dd2d-2d0c-4f89-a477-a09de00513f1,,,,,,,52,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787253525000000000,05554dc803ed445fb183126047b4a66d
evento=http_access status=ok durationMs=137 httpStatus=200,http_access,138,bde2fd2b-0a5e-47b3-922e-9378d6831260,,,,,,,137,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787253478000000000,ec5762e4025a4ac88580c74d3fdee713
evento=pagina_erro_exibida status=warn httpStatus=404 metodo=GET rota=/robots.txt traceId=err-41a0dc37-5126,pagina_erro_exibida,,b58c075f-9655-4f9d-a72b-c2a6d7c84fee,,,,,,,,,,,,,,404,,,,GET,,,,,,,,/robots.txt,,,,err-41a0dc37-5126,paginaErros,warn,,,,WARN,1787243730000000000,
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,fcdc733f-3c2f-4a4a-b6ed-d60ded9044f9,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787204254000000000,9e81999583cf467ebba212cc1c698e10
evento=http_access status=ok durationMs=7 httpStatus=200,http_access,7,ddea2221-ccc1-4742-8434-f9d4e9814fa7,,,,,,,7,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/resolucao-problemas,INFO,1787204252000000000,d3e4e6eca33346e18d45eefb6c2ca334
evento=http_access status=ok durationMs=30 httpStatus=200,http_access,30,7449db6a-0802-4450-95b5-fad3e57c8a23,,,,,,,30,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1787204251000000000,3630bb20021f4482865c95619c66c548
evento=http_access status=ok durationMs=4 httpStatus=200,http_access,4,0254cefd-4067-44e4-8928-fabf8f87166c,,,,,,,4,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1787204250000000000,b4b052a2cf16410f8cdde69a8d48c097
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,d9e59f7c-5d1a-4a2b-a378-d63041265cf9,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/localizacao,INFO,1787204250000000000,8c41d1e1223f453ea5fab1716bb51397
evento=http_access status=ok durationMs=145 httpStatus=200,http_access,145,163aabd2-2bec-41b8-b6f6-cad25abd5512,,,,,,,145,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos,INFO,1787204249000000000,19bbd7bfb9914e2c9c60bb7bab2de31a
evento=catalog_load status=ok total=47,catalog_load,,dc0cd22b-d0fa-494f-a66a-ce2255d9d48e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1787204249000000000,19bbd7bfb9914e2c9c60bb7bab2de31a
evento=catalog_load status=ok total=47,catalog_load,,4465fae8-59ae-4b35-adfb-9ecb3f2d9e26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1787204249000000000,19bbd7bfb9914e2c9c60bb7bab2de31a
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,0f2ce27d-d0a5-4245-b227-2a5f78994065,,,,,,,3,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/trafego,INFO,1787204248000000000,d2de5a953fb04198a7fcc09d503876c8
evento=http_access status=ok durationMs=16 httpStatus=200,http_access,16,b9d04255-de78-4425-9e6e-4ab3a117d1c1,,,,,,,16,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1787204245000000000,0a5924a51e794de096869a96e0a67b46
evento=catalog_load status=ok total=30,catalog_load,,79911ab7-db26-4406-bd68-5b4b9b7109f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1787204245000000000,0a5924a51e794de096869a96e0a67b46
evento=http_access status=ok durationMs=131 httpStatus=200,http_access,131,10659b7c-5fbc-4402-ae1a-623458b66ea1,,,,,,,131,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/documentacao,INFO,1787204244000000000,8a7d1cc93cf94d3eb4cf11e47f3e6595
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,f4d45699-ef65-43ef-a201-c217a86d38f6,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/seguranca,INFO,1787204243000000000,d315ad17f9b1458b8f1b3dc5c28309d9
evento=http_access status=ok durationMs=731 httpStatus=200,http_access,731,3aba95ec-9128-45c4-891a-f1d052efac06,,,,,,,731,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/informacoes,INFO,1787204242000000000,19a9aeffc5eb4010b4366d6013b0d2fb
