body,event.name,framework.duration_ms,framework.event_id,framework.field.atributos,framework.field.autenticacoes,framework.field.avisos,framework.field.conceitos,framework.field.consistente,framework.field.dados,framework.field.durationMs,framework.field.encaminhamentos,framework.field.encerramento,framework.field.enlaces,framework.field.errosCorrigidos,framework.field.errosSemCorrecao,framework.field.formato,framework.field.hardening,framework.field.host,framework.field.httpStatus,framework.field.ip,framework.field.linhas,framework.field.login,framework.field.metodo,framework.field.naoInterpretadas,framework.field.passos,framework.field.passosSelecao,framework.field.pendencias,framework.field.protecoes,framework.field.protocolo,framework.field.resultado,framework.field.rota,framework.field.roteadores,framework.field.status,framework.field.total,framework.field.traceId,framework.module,framework.status,http.request.method,http.response.status_code,http.route,severity,timeUnixNano,traceId
evento=http_access status=ok,http_access,1,6af0cbdb-4ef9-4729-b25e-c1cfa826f428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/history,INFO,1786418360000000000,807465cc6be3448aa7a537c965f9e747
evento=http_access status=ok,http_access,1000,698488d6-a90c-4ba0-a0f5-b55a08b525bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/api/informacoes/geo,INFO,1786418360000000000,15365ef86363456c960e164321806080
evento=history_persist status=ok total=60,history_persist,,b0b601c6-5541-4485-9862-4eaff5b8341f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,analiseDidatica,ok,GET,,/api/informacoes/geo,INFO,1786418360000000000,15365ef86363456c960e164321806080
evento=geo_lookup status=ok ip=visitante-002,geo_lookup,,e656f8a4-e126-4c9d-a2ac-50dd00e33f6f,,,,,,,,,,,,,,,,,visitante-002,,,,,,,,,,,,,,,,analiseDidatica,ok,GET,,/api/informacoes/geo,INFO,1786418360000000000,15365ef86363456c960e164321806080
evento=http_access status=ok,http_access,1,a0c5a56b-eb4a-4cda-a2fb-84c2e927103a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/history,INFO,1786418359000000000,4f55b1df80f8466384b7eb838cd9828f
evento=http_access status=ok,http_access,5,00cbb246-a746-43f9-b4b0-2f339d8ef9a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/localizacao,INFO,1786418358000000000,9067e1ca325345dbb0254f3659660393
evento=http_access status=ok,http_access,4,8a2eff40-45f4-4833-a92c-c9a1bd83f234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1786418355000000000,7825ef3e30424ac7843d06e202d18722
evento=http_access status=ok,http_access,1,6fd88348-b7ae-43b6-a3ee-21773e3e1ba6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1786418353000000000,5cd221ddf068412aa83ad94eea4cdc8e
evento=http_access status=ok,http_access,4,1ad54632-b897-48fd-b4bb-fba80b40b274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1786418353000000000,df0a4e690dd34e1aaa06009ac03ec98b
evento=http_access status=ok,http_access,21,192e5bf7-5f1c-4eb2-85f7-6478202dd4dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786418353000000000,92c877543365451c9f93466591e249c4
evento=http_access status=ok,http_access,3,31ea329b-ce74-4e53-a3d8-62b071f95664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786418350000000000,1b0c3ceccd9441bc8013950c20f411a3
evento=http_access status=ok,http_access,111,e1af6288-717c-47be-9bee-ba5a4977591a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786418333000000000,4022df2f783a48b79c3890487f40bac2
evento=catalog_load status=ok total=30,catalog_load,,b492e93b-c698-46ab-9173-1263a370f572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786418333000000000,4022df2f783a48b79c3890487f40bac2
evento=app_start status=ok,app_start,,9e32dff7-2e3b-4cf6-9a01-bab7b634ab3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786418328000000000,
evento=http_access status=ok,http_access,1,d5d1519a-32d4-497d-9477-c24e7764ecfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786416253000000000,0dbfed5f62be4f4e81bab49bea7c17f6
evento=http_access status=ok,http_access,17,e2b90d50-b543-4eef-b614-9ed56af063f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/documentacao,INFO,1786416253000000000,cfeeace2ab1342f3a1e49e7f8441a5d8
evento=http_access status=ok,http_access,0,5e556809-538f-41e3-8b1e-5ab25560edcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786416247000000000,1e0e1b02ce1142ea98b5ac28c5fde7f8
evento=http_access status=ok,http_access,1,2a8c1e07-6129-4b6d-b184-4d812a2a09ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/sobre,INFO,1786416247000000000,bbb4ce3ede504cafb1a5ce5a623f61d1
evento=http_access status=ok,http_access,1,ed5eb324-c559-4da4-87b9-219799f19093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415984000000000,48eb7a97550f405db3a611b1d39a1255
evento=http_access status=ok,http_access,10,d550754b-e61e-4f17-84d5-4ac51e5d9c6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786415984000000000,4e50f3e3021844b1bbd604f142c239b7
evento=catalog_load status=ok total=30,catalog_load,,f94a262a-ee6e-4176-a9a2-f13cf8563126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786415984000000000,4e50f3e3021844b1bbd604f142c239b7
evento=http_access status=ok,http_access,1,e852869c-df96-4cda-848c-6769ba31ada7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415771000000000,f077b11a21ac470783c73e6d297f2373
evento=http_access status=ok,http_access,5,0fb60e86-a5ed-4046-a178-077798cd50d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786415770000000000,f5fe8574c20b491da9d1bf3bf2c79e74
evento=catalog_load status=ok total=30,catalog_load,,582840bb-c9a9-47ff-ad58-692124b847b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786415770000000000,f5fe8574c20b491da9d1bf3bf2c79e74
evento=http_access status=ok,http_access,0,d228d9e0-04b3-463a-a043-fe10afc9b736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415748000000000,d0cffddcb9d44d6bbc07c7defa225d5e
evento=http_access status=ok,http_access,4,d59774c5-769f-453e-a6a6-e2cf2e39778e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786415748000000000,474767312b7040a38077c6de824d4ccc
evento=catalog_load status=ok total=30,catalog_load,,916f7b38-0b37-4eab-95b1-5750ab82005d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786415748000000000,474767312b7040a38077c6de824d4ccc
evento=http_access status=ok,http_access,6,6766209b-838b-442d-8c2f-be7e4ecc7190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786415726000000000,2e0e9843aa594cba886668e769a3d53e
evento=catalog_load status=ok total=30,catalog_load,,e191ace1-bdd9-49bc-86d3-55cdd7f78ab8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786415726000000000,2e0e9843aa594cba886668e769a3d53e
evento=http_access status=ok,http_access,1,749792d7-e55a-48b1-a164-a0235e9a9ad0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415632000000000,aa3420440f674e8daf3b1b03e220a769
evento=http_access status=ok,http_access,5,59de68e6-c7df-4052-8708-7cfcc36006de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786415632000000000,4e9e7023cf59470eb79f4df44a0a3fb4
evento=catalog_load status=ok total=30,catalog_load,,95b8e8bf-e8c9-40e0-9bd9-f38bb7ff8d3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786415632000000000,4e9e7023cf59470eb79f4df44a0a3fb4
evento=http_access status=ok,http_access,1,72776674-2b3a-41de-8d98-1e7a24c70f4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415600000000000,1aa8bc90bebc42e695d1e5ebaad5c531
evento=http_access status=ok,http_access,5,de71461f-2a8a-4c6a-a0a8-4e9e6fc75b56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786415600000000000,7e480411b9b142829b1435818c02b0b5
evento=catalog_load status=ok total=30,catalog_load,,d988c087-a91c-46cc-a211-3b3371343c3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786415600000000000,7e480411b9b142829b1435818c02b0b5
evento=http_access status=ok,http_access,12,723cbcff-0b8c-40fe-9fe5-7fb4f23f13eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786415533000000000,49061ff985384a9d9b91f57e1fdbcd6e
evento=catalog_load status=ok total=30,catalog_load,,1146efcf-c789-4139-a4df-0700567b8358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786415533000000000,49061ff985384a9d9b91f57e1fdbcd6e
evento=http_access status=ok,http_access,3,6e2c6c88-3272-4eea-85a3-a315217e5790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415522000000000,0b949b0934254603ae958749c1b4ba31
evento=http_access status=ok,http_access,99,7e1be96c-f0d4-4d6f-8b5e-f413a0977cf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786415521000000000,3e77567267f642b388df1690be97fa83
evento=catalog_load status=ok total=30,catalog_load,,c0901eaa-1130-47f8-b5a3-03acc9335b3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786415521000000000,3e77567267f642b388df1690be97fa83
evento=http_access status=ok,http_access,1,7bbac5d3-685f-42b8-b488-339a6b242802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415132000000000,96ef3f59dabc4820a9261286c1691f5d
evento=http_access status=ok,http_access,17,616e7198-dd7a-44df-93b8-d9c713005981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786415132000000000,08e95992e8e74e7dbd25be97e3c8e312
evento=catalog_load status=ok total=30,catalog_load,,6354ba0f-a4e6-4f99-8a15-6010861ef1eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786415132000000000,08e95992e8e74e7dbd25be97e3c8e312
evento=http_access status=ok,http_access,2,c8886b67-3aa8-44a4-bc76-e855712169a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415129000000000,b9a9be9ac51e4d919e4ce2ae31f759e3
evento=http_access status=ok,http_access,4,6dec0075-614e-498d-86f7-55fe3b0c33d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1786415129000000000,bdff4396f68449cf9eb966b76e6fafbf
evento=http_access status=ok,http_access,1,e10f267b-8771-4853-b902-def84345ec47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1786415126000000000,948d486b70b14414979fbacc206852f8
evento=http_access status=ok,http_access,2,ec47536f-d5da-4246-b654-f0ae16230f2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1786415126000000000,96c0e4e1bce749c88ffd4f26d2593b8c
evento=http_access status=ok,http_access,1,8db78a51-e495-49e6-b6f4-c2b4169551f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415126000000000,63b41ed923384ac3a1957fcb6e448bc9
evento=http_access status=ok,http_access,8,5533daa6-cac2-4a1c-9136-b0aaa16a6772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786415126000000000,96f45e4493244e1d9d83164726da0b7d
evento=http_access status=ok,http_access,1,6ccb004e-c16b-4da3-81d5-3c6ddaab06e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415125000000000,3be143efe3b2418fad32c47ddeb6562b
evento=http_access status=ok,http_access,4,1143b1c2-1467-424d-979b-9e6565bf4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786415125000000000,9ab56f79f283483bbad39169fe66e56f
evento=http_access status=ok,http_access,4,3725299f-23cf-4018-b423-2c96423474bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1786415124000000000,6573ca6778174aab8685d1aabb055586
evento=http_access status=ok,http_access,5,413be411-765b-4042-a6eb-2864d1f73fd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1786415124000000000,5b4d21dc003e4e8ca441c084734a298b
evento=http_access status=ok,http_access,1,83e34bfd-f52b-4e9d-9218-fde5a32c477e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415124000000000,70f38fec65a94eb19bf4350d6158c34f
evento=http_access status=ok,http_access,3,80900c65-7801-4641-a4a5-8cbf2afb0935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786415124000000000,d21b8af856ad4618a85e6a409d30092c
evento=http_access status=ok,http_access,1,6a9aafdc-51f5-4be2-9e04-aafdb1aaac82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415123000000000,6e38fb168d864ded85a59206da02634f
evento=http_access status=ok,http_access,1,d8959bad-5adf-4580-8bf3-52e9f8b371b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1786415123000000000,0e12fa88c3a546338756ffc5284c86c7
evento=http_access status=ok,http_access,2,3752c998-3acb-44f1-96dd-facc9b1523d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415120000000000,24ebbbe43db04cad86971d22e11890c0
evento=http_access status=ok,http_access,2,febe9e8a-069e-4e0d-9e70-eb9c2e9be548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/resolucao-problemas,INFO,1786415120000000000,1585d2057e7d4a2f8e90eed85492065b
evento=http_access status=ok,http_access,2,391d0af9-56b4-4597-9e22-b709f71f2a10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415097000000000,e227e6db71e645f9b74402291c102cc7
evento=http_access status=ok,http_access,3,90560cdf-a285-40db-b1da-1f0ec075d2f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/resolucao-problemas,INFO,1786415097000000000,36a565d0db664e6b972054b78ff39378
evento=http_access status=ok,http_access,2,19c9f396-fbfd-4e4d-b906-73862f730b91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786415095000000000,d40dd8217ae945e7ac833c0fd5b658a1
evento=http_access status=ok,http_access,9,917ca860-2e44-4b88-b0a9-f87e7a37a171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786415094000000000,609e9991e2e040bba31723a8a9b759a1
evento=pagina_erro_exibida status=warn metodo=GET rota=/rota-inexistente traceId=err-f1a6f3d5-ac90,pagina_erro_exibida,,7e128f77-8456-491e-b662-13166a7eece5,,,,,,,,,,,,,,,,,,,,GET,,,,,,,,/rota-inexistente,,,,err-f1a6f3d5-ac90,paginaErros,warn,,,,WARN,1786414999000000000,
evento=http_access status=ok,http_access,2,61563f72-e0ea-4c20-8842-d3edfa3d24a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/sobre,INFO,1786414998000000000,21681e85828e449eb91a6f8fd1b17481
evento=http_access status=ok,http_access,75,e4a26ccd-4d6e-4c51-97b4-c812334499a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/documentacao,INFO,1786414998000000000,85b00ae904304cc0a142715b873752b8
evento=http_access status=ok,http_access,2,44d32b4d-9671-4927-afdb-d21bd128f6ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/seguranca,INFO,1786414998000000000,0b57a51dcecb4a1095c71602c940f532
evento=http_access status=ok,http_access,2,787aa037-0f15-4283-93a9-a2907488d1ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/diagnostico,INFO,1786414998000000000,bc74728229e34c26ba7f3da1242e08ca
evento=http_access status=ok,http_access,2,075a2a38-ad08-4064-8db7-f595d0a9d8a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/trafego,INFO,1786414998000000000,4bbba8edd66647e981cb169b91ba955d
evento=http_access status=ok,http_access,1,604089fa-c8cb-4ba7-996a-a89a8e4b2476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/localizacao,INFO,1786414998000000000,993c8bf29bae484a844d7c2426aec8f9
evento=http_access status=ok,http_access,62,0619fe4c-6d26-4478-9e56-e89e61f06c8f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/resolucao-problemas,INFO,1786414998000000000,9614d1a47d38468da769d5ca6e331857
evento=engenharia_reversa_parse status=ok avisos=3 consistente=true enlaces=3 errosCorrigidos=14 errosSemCorrecao=0 linhas=58 naoInterpretadas=0 pendencias=0 roteadores=3,engenharia_reversa_parse,,ffd2c9bd-9ca3-45e0-8083-3fb9e2f6d04d,,,3,,true,,,,,3,14,0,,,,,,58,,,0,,,0,,,,,3,,,,resolucaoProblemas,ok,GET,,/resolucao-problemas,INFO,1786414998000000000,9614d1a47d38468da769d5ca6e331857
evento=http_access status=ok,http_access,20,b8d48f75-ab8e-4272-8207-13b9ad08e46d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/resolucao-problemas,INFO,1786414997000000000,be579e4c358d42f694f3666d06d99d5e
evento=http_access status=ok,http_access,41,997c38aa-8ed8-4eb3-9018-6237c0375cd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/bgp,INFO,1786414997000000000,bda9121d84af48db81f4a30723ad2adc
evento=aprofundamento_view status=ok atributos=8 conceitos=6 passosSelecao=14 protecoes=6 protocolo=bgp,aprofundamento_view,,f37823f6-113d-46f4-83f9-6b9929e9d032,8,,,6,,,,,,,,,,,,,,,,,,,14,,6,bgp,,,,,,,protocolos,ok,GET,,/protocolos/bgp,INFO,1786414997000000000,bda9121d84af48db81f4a30723ad2adc
evento=http_access status=ok,http_access,57,78323a05-d60e-4255-b9c2-27cfc6cffda8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos,INFO,1786414997000000000,13571f4d3e3f45de914e19b7927e34f8
evento=catalog_load status=ok total=47,catalog_load,,029f35b0-4987-4f96-964d-1054825af692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1786414997000000000,13571f4d3e3f45de914e19b7927e34f8
evento=catalog_load status=ok total=47,catalog_load,,1c691623-37f9-4939-9a98-28d35656b419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1786414997000000000,13571f4d3e3f45de914e19b7927e34f8
evento=http_access status=ok,http_access,87,16c1363b-c089-4c81-be92-6b7f5cfba722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786414996000000000,a0348ff5b48847bf8652076cff1d48f5
evento=catalog_load status=ok total=30,catalog_load,,c8d0f61a-dc48-496c-aeda-c6cb002805e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786414996000000000,a0348ff5b48847bf8652076cff1d48f5
evento=http_access status=ok,http_access,3,eb53ea13-3f86-4371-a46d-cf68c628878c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1786414996000000000,3c9d4d3ad3f144f19036164165fe6f76
evento=http_access status=ok,http_access,33,203d582a-d013-4f0b-bca1-859fa7967893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786414996000000000,ed676c35745e4fa78064a602abb94f38
evento=http_access status=ok,http_access,23,6d5de5f6-fa9d-4e3e-b66e-db1b8d6446fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786414996000000000,062c4cb882924612931f6a4b3b1da123
evento=app_start status=ok,app_start,,6d2a3491-2393-4fa7-8f94-cd0c5d7e56a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786414724000000000,
evento=pagina_erro_exibida status=warn metodo=GET rota=/sd traceId=err-3d3fb49b-f40e,pagina_erro_exibida,,33c44fd1-3248-4524-85ba-d3b2f31d1bc5,,,,,,,,,,,,,,,,,,,,GET,,,,,,,,/sd,,,,err-3d3fb49b-f40e,paginaErros,warn,,,,WARN,1786414353000000000,
evento=pagina_erro_exibida status=warn metodo=GET rota=/sd traceId=err-723b79f4-9069,pagina_erro_exibida,,3c19f4d5-07e9-4d37-9379-c84885baab29,,,,,,,,,,,,,,,,,,,,GET,,,,,,,,/sd,,,,err-723b79f4-9069,paginaErros,warn,,,,WARN,1786414094000000000,
evento=http_access status=ok,http_access,1,54825edf-5fa6-4640-82c6-210c8c50b2e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786414052000000000,3c15205e9ba3464fb3ddc529b8259547
evento=http_access status=ok,http_access,3,adedd12c-e50c-4134-b573-cd57660ca0db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786414052000000000,75f182bfaaed444ab49cae343b616551
evento=http_access status=ok,http_access,1,9e6712f1-c010-4c9b-9019-b1915839e8f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786414049000000000,0b06ce52cd334314bdfa048ed5a8f14d
evento=http_access status=ok,http_access,8,40105316-5d6d-41e0-8dfd-549b0b9ea9b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786414049000000000,318fafcf36e14eaeb5db9517800dae20
evento=http_access status=ok,http_access,3,f7ccf03c-2996-458e-a484-9d182ca33ef0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786414010000000000,b587ce6f6a5347a89d9357be62a5da89
evento=http_access status=ok,http_access,33,6a0186a2-b949-4dc0-b749-5223bad2115b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786414010000000000,269e5c8166634b5ba471d8abb93cff4c
evento=app_start status=ok,app_start,,8779650a-b9af-4426-af6d-26ebe0f6b0d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786413952000000000,
evento=http_access status=ok,http_access,1,13479f1c-5def-4a99-ac73-998782ef9d76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413883000000000,1e0940753220451994da32011495016a
evento=http_access status=ok,http_access,13,68d78f4a-efe3-4170-bb7d-8625686dd4bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413883000000000,30c4f15742b34825bcacdada93a2aa01
evento=http_access status=ok,http_access,1,3d01a808-1eec-437a-bdf7-3cfa055e8cd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786413684000000000,07018ade6c3d4c949c0c23917dbbc39b
evento=http_access status=ok,http_access,4,792fa10f-703b-4bb4-8549-39aedb397c8f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786413683000000000,b6a635bf4ca54bc79a0a107c6c0c71f7
evento=http_access status=ok,http_access,2,f9c7b454-e49d-4bdd-8403-ad201904c203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github/callback,INFO,1786413683000000000,8d12b1c9284c40598b9950a17cfa9f31
evento=login_github status=state_invalido resultado=state_invalido,login_github,,592fc5e7-857f-4612-a2fd-410d82237c86,,,,,,,,,,,,,,,,,,,,,,,,,,,state_invalido,,,,,,seguranca,state_invalido,GET,,/login/github/callback,WARN,1786413683000000000,8d12b1c9284c40598b9950a17cfa9f31
evento=http_access status=ok,http_access,5,46a51b00-aa75-4f50-842e-5ce8a367c397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786413683000000000,eabb9c7ffa1943198b16d61a54cbb426
evento=http_access status=ok,http_access,8,76bca69c-9fa9-4947-a974-2a80607571fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github/callback,INFO,1786413682000000000,f2fb2e7825e84e81b274a9c0462c0041
evento=login_github status=state_invalido resultado=state_invalido,login_github,,59b42a0a-de88-496b-9bab-a245353513c7,,,,,,,,,,,,,,,,,,,,,,,,,,,state_invalido,,,,,,seguranca,state_invalido,GET,,/login/github/callback,WARN,1786413682000000000,f2fb2e7825e84e81b274a9c0462c0041
evento=http_access status=ok,http_access,4,8e91f614-ce07-4213-aca0-d3ae1b34312d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413673000000000,4926e40487cc4100a8b2382d44aef44e
evento=http_access status=ok,http_access,3,b50fe8a3-7169-4902-9c88-9b19391d7aa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413673000000000,4eef6b8c4da54a54910553b89e998ca4
